Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-08-25,0,4102000,-33000,2026-09-29,0,25000,3500,2026-10-27,0,0,0,4127000,-29500,1309500,122000,726000,67500,0.55
ABB,2026-08-25,0,2160375,-25125,2026-09-29,0,50750,5250,2026-10-27,0,3750,1875,2214875,-18000,1564750,150250,930625,69625,0.59
ABCAPITAL,2026-08-25,0,36958200,1181100,2026-09-29,0,654100,71300,2026-10-27,0,186000,68200,37798300,1320600,19883400,3834700,14616500,3096900,0.74
ADANIENSOL,2026-08-25,0,19427175,309825,2026-09-29,0,127575,14175,2026-10-27,0,6075,2025,19560825,326025,3908250,190012,2322675,181575,0.59
ADANIENT,2026-08-25,0,15706470,-231441,2026-09-29,0,647973,19776,2026-10-27,0,14832,618,16369275,-211047,3925227,-351642,3285597,56547,0.84
ADANIGREEN,2026-08-25,0,26644200,-143400,2026-09-29,0,274800,7200,2026-10-27,0,19200,5400,26938200,-130800,7927200,-448800,4857000,-154800,0.61
ADANIPORTS,2026-08-25,0,20841575,117800,2026-09-29,0,2655250,33725,2026-10-27,0,86925,9975,23583750,161500,12983175,408262,7495975,114000,0.58
ADANIPOWER,2026-08-25,0,155681700,1008200,2026-09-29,0,8896300,269800,2026-10-27,0,159750,42600,164737750,1320600,37534150,3798500,24161300,603500,0.64
ALKEM,2026-08-25,0,1411250,21750,2026-09-29,0,10500,750,2026-10-27,0,750,750,1422500,23250,460000,50250,234625,13500,0.51
AMBER,2026-08-25,0,1236000,5600,2026-09-29,0,16700,1700,2026-10-27,0,100,0,1252800,7300,763500,39900,870300,17500,1.14
AMBUJACEM,2026-08-25,0,80034000,561600,2026-09-29,0,2536800,-18000,2026-10-27,0,28800,12000,82599600,555600,12231600,946800,8246400,52800,0.67
ANGELONE,2026-08-25,0,27655000,1025000,2026-09-29,0,1290000,87500,2026-10-27,0,297500,15000,29242500,1127500,18892500,660000,9555000,-67500,0.51
APLAPOLLO,2026-08-25,0,5651100,961450,2026-09-29,0,659050,16450,2026-10-27,0,2100,700,6312250,978600,1988350,510650,1733900,318500,0.87
APOLLOHOSP,2026-08-25,0,1926375,16625,2026-09-29,0,387375,7125,2026-10-27,0,2875,1000,2316625,24750,863000,202125,527375,77750,0.61
ASHOKLEY,2026-08-25,0,144315000,-3340000,2026-09-29,0,3615000,95000,2026-10-27,0,520000,315000,148450000,-2930000,54540000,5905000,55020000,6730000,1.01
ASIANPAINT,2026-08-25,0,7431500,-47500,2026-09-29,0,1375750,-5250,2026-10-27,0,13000,3000,8820250,-49750,4908500,-802000,3576250,143750,0.73
ASTRAL,2026-08-25,0,7111525,-153850,2026-09-29,0,211650,5950,2026-10-27,0,34425,3400,7357600,-144500,1578025,-119850,1159400,66725,0.73
AUBANK,2026-08-25,0,21970000,124000,2026-09-29,0,2583000,47000,2026-10-27,0,7000,0,24560000,171000,4007000,365000,3041000,115000,0.76
AUROPHARMA,2026-08-25,0,10083700,140250,2026-09-29,0,44550,1100,2026-10-27,0,6050,1650,10134300,143000,3023900,425700,1920050,174900,0.63
AXISBANK,2026-08-25,0,80862500,287500,2026-09-29,0,7950000,79375,2026-10-27,0,72500,10000,88885000,376875,18946250,-758125,13619375,-38437,0.72
BAJAJ-AUTO,2026-08-25,0,1901475,-28275,2026-09-29,0,27675,1425,2026-10-27,0,1575,750,1930725,-26100,1067925,71250,1708350,122775,1.6
BAJAJFINSV,2026-08-25,0,8182800,-499950,2026-09-29,0,1677000,33600,2026-10-27,0,18300,7800,9878100,-458550,6049500,-38400,5226600,611100,0.86
BAJAJHLDNG,2026-08-25,0,352800,12150,2026-09-29,0,4350,600,2026-10-27,0,75,0,357225,12750,87900,3675,60675,15750,0.69
BAJFINANCE,2026-08-25,0,55503750,-4593000,2026-09-29,0,12267000,170250,2026-10-27,0,153750,28500,67924500,-4394250,22731750,1653000,23232000,80250,1.02
BANDHANBNK,2026-08-25,0,132660000,957600,2026-09-29,0,3985200,39600,2026-10-27,0,104400,43200,136749600,1040400,60555600,-1074600,31809600,-738000,0.53
BANKBARODA,2026-08-25,0,129097800,916987,2026-09-29,0,6174675,157950,2026-10-27,0,1099800,122850,136372275,1197787,39905775,906750,39633750,-175500,0.99
BANKINDIA,2026-08-25,0,96475600,-1757600,2026-09-29,0,3208400,135200,2026-10-27,0,213200,57200,99897200,-1565200,35401600,-777400,30659200,10400,0.87
BANKNIFTY,2026-08-25,0,2099730,-15450,2026-09-29,0,158010,-7830,2026-10-27,0,14310,3660,2272050,-19620,12591300,345345,11787330,692655,0.94
BDL,2026-08-25,0,7130650,-63325,2026-09-29,0,481100,13387,2026-10-27,0,43775,6375,7655525,-43563,2358325,-54825,1934175,22100,0.82
BEL,2026-08-25,0,103236975,238687,2026-09-29,0,18715950,127537,2026-10-27,0,524400,148200,122477325,514424,60655125,1627350,35864400,1208400,0.59
