Symbol,1st_Expiry_Date,1st_Close,1st_OI,1st_OI_Chg,2nd_Expiry_Date,2nd_Close,2nd_OI,2nd_OI_Chg,3rd_Expiry_Date,3rd_Close,3rd_OI,3rd_OI_Chg,Total_Futures_OI,Total_Futures_OI_Chg,Combine_CE_OI,Combine_CE_OI_Chg,Combine_PE_OI,Combine_PE_OI_Chg,PCR_OI
360ONE,2026-08-25,0,4171500,56500,2026-09-29,0,42500,10000,2026-10-27,0,7500,6500,4221500,73000,1881000,370500,1160500,275500,0.62
ABB,2026-08-25,0,2163250,3875,2026-09-29,0,57750,2500,2026-10-27,0,10250,2875,2231250,9250,1941250,108250,1073625,8125,0.55
ABCAPITAL,2026-08-25,0,37004700,-161200,2026-09-29,0,638600,-65100,2026-10-27,0,213900,9300,37857200,-217000,19272700,-1267900,14204200,-77500,0.74
ADANIENSOL,2026-08-25,0,19265850,-76950,2026-09-29,0,213300,4050,2026-10-27,0,10125,0,19489275,-72900,3898800,-39825,2342925,45900,0.6
ADANIENT,2026-08-25,0,15619023,-235767,2026-09-29,0,664350,2781,2026-10-27,0,16686,1236,16300059,-231750,4154196,7416,3392511,38625,0.82
ADANIGREEN,2026-08-25,0,26797800,307200,2026-09-29,0,307800,-4800,2026-10-27,0,25200,3600,27130800,306000,8422800,342000,4993200,51000,0.59
ADANIPORTS,2026-08-25,0,20661550,-43225,2026-09-29,0,2791100,101175,2026-10-27,0,101650,9975,23554300,67925,13304275,169575,7785250,135850,0.59
ADANIPOWER,2026-08-25,0,158276750,1593950,2026-09-29,0,9425250,376300,2026-10-27,0,323050,102950,168025050,2073200,44115850,4213850,25460600,475700,0.58
ALKEM,2026-08-25,0,1399000,1125,2026-09-29,0,11375,625,2026-10-27,0,1500,625,1411875,2375,448875,-38875,286125,38000,0.64
AMBER,2026-08-25,0,1163500,-73200,2026-09-29,0,19700,200,2026-10-27,0,800,200,1184000,-72800,846700,-16100,1095300,7000,1.29
AMBUJACEM,2026-08-25,0,81300000,1520400,2026-09-29,0,2770800,222000,2026-10-27,0,78000,31200,84148800,1773600,15518400,3309600,9152400,870000,0.59
ANGELONE,2026-08-25,0,28525000,430000,2026-09-29,0,1477500,97500,2026-10-27,0,370000,52500,30372500,580000,20975000,1422500,11960000,715000,0.57
APLAPOLLO,2026-08-25,0,5500600,-80850,2026-09-29,0,661500,-700,2026-10-27,0,2100,0,6164200,-81550,1968050,-17500,1736700,-6300,0.88
APOLLOHOSP,2026-08-25,0,1928500,-11500,2026-09-29,0,387875,-1750,2026-10-27,0,6000,1625,2322375,-11625,903125,21125,609000,25000,0.67
ASHOKLEY,2026-08-25,0,140300000,-1975000,2026-09-29,0,3845000,85000,2026-10-27,0,535000,-50000,144680000,-1940000,61495000,4875000,56545000,4495000,0.92
ASIANPAINT,2026-08-25,0,7490000,80000,2026-09-29,0,1377000,1500,2026-10-27,0,14750,-2500,8881750,79000,4910750,-41500,3544750,-56750,0.72
ASTRAL,2026-08-25,0,7078800,-3400,2026-09-29,0,249050,32725,2026-10-27,0,39525,4675,7367375,34000,1841525,129200,1473475,297500,0.8
AUBANK,2026-08-25,0,21791000,-119000,2026-09-29,0,2642000,13000,2026-10-27,0,27000,20000,24460000,-86000,4949000,518000,3347000,93000,0.68
AUROPHARMA,2026-08-25,0,10956000,305250,2026-09-29,0,67100,20900,2026-10-27,0,7700,2200,11030800,328350,3991350,857450,3066800,848100,0.77
AXISBANK,2026-08-25,0,80791875,258750,2026-09-29,0,8012500,11250,2026-10-27,0,125000,39375,88929375,309375,19358750,-60000,13378125,-39375,0.69
BAJAJ-AUTO,2026-08-25,0,1857675,-4950,2026-09-29,0,33300,2025,2026-10-27,0,2325,-225,1893300,-3150,1117275,-1575,1923600,118125,1.72
